TransactionId,TransactionDate,OnlineRetailer,SalesMonth,SalesRegion,SalesCurrency,Title,Vintage,Variety,Score,ListPrice,Quantity
749c03b9-e65d-4b64-a856-420b983c4f5c,7/1/2022,Celeste,2022-07,EU,EUR,Umberto Cesari 2005 Tauleto Sangiovese (Rubicone),2005,Sangiovese,88,75,21
742c51e3-2284-40f4-b02e-c0d5bd67a77f,7/1/2022,Celeste,2022-07,EU,EUR,Piera Martellozzo 2012 Terre Magre Cabernet Franc (Friuli Grave),2012,Cabernet Franc,85,16,12
3560681d-432e-414e-871f-022535826bbf,7/1/2022,Celeste,2022-07,EU,EUR,Canalicchio di Sopra 2012  Rosso di Montalcino,2012,Sangiovese,88,29,12
3e4de73e-2dc2-4bc0-8086-b399741e5da4,7/1/2022,Celeste,2022-07,EU,EUR,Zonin 2009  Amarone della Valpolicella,2009,Red Blend,89,50,19
4872da8c-4444-4f92-9abf-60cac32675be,7/1/2022,Celeste,2022-07,EU,EUR,Cusumano 2009 Pinot Nero (Sicilia),2009,Pinot Nero,87,21,23
b3792045-1b34-4411-941e-6e307eebd069,7/1/2022,Celeste,2022-07,EU,EUR,Baglio del Cristo di Campobello 2013 Adènzia Red (Sicilia),2013,Red Blend,88,29,23
a863c041-e2ce-40fe-ba09-91e6fafad8a0,7/1/2022,Celeste,2022-07,EU,EUR,Castello di Bossi 2010  Chianti Classico,2010,Sangiovese,89,20,10
8094152f-d8ce-49eb-b5d3-d5a7ff076202,7/1/2022,Celeste,2022-07,EU,EUR,La Farra 2014 Brut  (Valdobbiadene Prosecco Superiore),2014,Glera,89,20,21
e587db57-f2cf-4a7b-9b10-82d8714e9403,7/1/2022,Celeste,2022-07,EU,EUR,La Torre 2011  Brunello di Montalcino,2011,Sangiovese,86,30,19
f9038397-4ccc-4c8a-9de4-8b3a3259a4e0,7/1/2022,Celeste,2022-07,EU,EUR,Bisceglia 2005 Gudarrá  (Aglianico del Vulture),2005,Aglianico,88,10,14
c1c6e269-697e-4c4f-9be9-eba708bc0b3d,7/1/2022,Celeste,2022-07,EU,EUR,Tenuta Cappellina 2012  Chianti Classico,2012,Red Blend,88,20,14
efb0000d-2706-4f49-a54a-2f5444d0d779,7/1/2022,Celeste,2022-07,EU,EUR,Zonin NV Cuvée 1821 Brut  (Prosecco),1821,Glera,86,15,11
c0bc872a-6982-4ea2-bfe2-1feee63435b7,7/1/2022,Celeste,2022-07,EU,EUR,Farnese 2006 Opis Chardonnay (Terre di Chieti),2006,Chardonnay,88,10,23
eb91b338-a205-4429-9575-e03562d2d6b6,7/1/2022,Celeste,2022-07,EU,EUR,Michele Chiarlo 2006 MonTald Albarossa (Monferrato),2006,Albarossa,88,40,24
