TransactionId,TransactionDate,OnlineRetailer,SalesMonth,SalesRegion,SalesCurrency,Title,Vintage,Variety,Score,ListPrice,Quantity
c95af7da-d916-4196-ad50-0da3b26222a0,2022-03-01,Celeste,2022-03,EU,EUR,Anna Maria Abbona 2006 Nebbiolo (Langhe),2006,Nebbiolo,88,25.0,15
c8b7ddb5-c672-430c-b4a9-a488a1a74eb5,2022-03-01,Celeste,2022-03,EU,EUR,Tenuta San Giorgio 2010 Ciampoleto  (Rosso di Montalcino),2010,Sangiovese Grosso,87,12.0,0
5d5115a8-7e2a-4e1c-bd00-637f6d599eb2,2022-03-01,Celeste,2022-03,EU,EUR,Bollini 2010 Pinot Grigio (Trentino),2010,Pinot Grigio,87,10.0,0
c146fcc9-245e-4034-9cd9-265e4a4ff6a3,2022-03-01,Celeste,2022-03,EU,EUR,Ronco del Gelso 2006 Sot Lis Rivis Pinot Grigio (Isonzo del Friuli),2006,Pinot Grigio,87,29.0,3
d12d5460-f8f0-46d0-b9a0-8b48ce57c3f3,2022-03-01,Celeste,2022-03,EU,EUR,Manzone 2010 Bricco San Pietro Nebbiolo (Langhe),2010,Nebbiolo,88,28.0,8
5ebf6e32-7f8c-46e6-85b8-3a653af7c6bf,2022-03-01,Celeste,2022-03,EU,EUR,Volpe Pasini 2007 Zuc di Volpe Pinot Grigio (Colli Orientali del Friuli),2007,Pinot Grigio,88,38.0,12
4a3c3d5a-f138-4246-a951-f2ff7a79512d,2022-03-01,Celeste,2022-03,EU,EUR,Voerzio Martini 2015 Rocchettevino  (Dolcetto d'Alba),2015,Dolcetto,87,26.0,3
c18d2da5-96a7-4eae-8ef6-8d179f8b3fcf,2022-03-01,Celeste,2022-03,EU,EUR,Contrada Salandra 2013 Piedirosso (Campi Flegrei),2013,Piedirosso,88,10.0,1
ae54f8cd-3759-4a27-89bf-48f9da9d2b2a,2022-03-01,Celeste,2022-03,EU,EUR,Livon 2015 Valbuins Sauvignon (Collio),2015,Sauvignon,89,35.0,16
641ef714-9c6e-4af2-a077-dcfcb9140704,2022-03-01,Celeste,2022-03,EU,EUR,Cottanera 2016 Rosato (Etna),2016,Rosato,89,10.0,1
