TransactionId,TransactionDate,OnlineRetailer,SalesMonth,SalesRegion,SalesCurrency,Title,Vintage,Variety,Score,ListPrice,Quantity
feab9131-f1be-4b74-b2fd-dad2c7f1a721,2022-05-01,Celeste,2022-05,EU,EUR,La Tordera NV Brut  (Prosecco di Conegliano e Valdobbiadene),,Prosecco,87,10.0,10
339858d7-04b5-4eec-a07e-770c01674ce0,2022-05-01,Celeste,2022-05,EU,EUR,Feudo Principi di Butera 2007 Chardonnay (Sicilia),2007,Chardonnay,86,15.0,18
96a49604-c113-4274-947a-9451cd3fc952,2022-05-01,Celeste,2022-05,EU,EUR,Banfi 2011 Centine Rosato (Toscana),2011,Rosato,86,11.0,11
7d197fc9-f5d1-46b1-ab94-1c9e5ab495cc,2022-05-01,Celeste,2022-05,EU,EUR,Castello di Poppiano 2010 Riserva  (Chianti Colli Fiorentini),2010,Red Blend,89,25.0,3
f2012543-bab4-4484-82c7-3f27283eec50,2022-05-01,Celeste,2022-05,EU,EUR,La Rasina 2011  Brunello di Montalcino,2011,Sangiovese,88,44.0,15
afb4b420-33a4-4ee3-a3f9-de63b9a847a7,2022-05-01,Celeste,2022-05,EU,EUR,Il Cascinone 2005 Rive  (Barbera d'Asti),2005,Barbera,87,26.0,16
3a4251c4-51fa-4b8b-9808-d5f3ea4c6acc,2022-05-01,Celeste,2022-05,EU,EUR,Conte Collalto NV Extra Dry  (Prosecco di Conegliano e Valdobbiadene),,Prosecco,87,10.0,0
eba28bd3-5a65-4f4c-a582-1ff150587055,2022-05-01,Celeste,2022-05,EU,EUR,Zecchini 2008 Vigneto Calandra di Romagnano  (Valpolicella Valpantena Superiore),2008,"Corvina, Rondinella, Molinara",86,10.0,17
6e5bb8c7-aef2-40a6-9db1-722339616174,2022-05-01,Celeste,2022-05,EU,EUR,Francone 2010 Riserva  (Barbaresco),2010,Nebbiolo,87,10.0,12
bb6a988f-d8a5-465e-95e5-c7f0081730f4,2022-05-01,Celeste,2022-05,EU,EUR,Cantine Lenotti 2016  Soave Classico,2016,Garganega,86,14.0,17
b6df6d44-2d67-43c1-9023-f20aed68c186,2022-05-01,Celeste,2022-05,EU,EUR,Caparzo 2006 Doga delle Clavule  (Morellino di Scansano),2006,Sangiovese,86,10.0,11
985a2902-d234-42cb-9078-3907032cc938,2022-05-01,Celeste,2022-05,EU,EUR,Domìni Veneti 2008 750 ml  (Recioto della Valpolicella),2008,"Corvina, Rondinella, Molinara",88,10.0,10
9c1baf13-0a95-4f1d-9f95-d521ef2cc33b,2022-05-01,Celeste,2022-05,EU,EUR,Kellerei Kaltern Caldaro 2011 Signé Rosato (Vigneti delle Dolomiti),2011,Rosato,87,18.0,9
0178cfe2-040a-4165-9f11-24df799ac310,2022-05-02,Celeste,2022-05,EU,EUR,Castello Montauto 2014  Vernaccia di San Gimignano,2014,White Blend,87,10.0,12
deb2caee-9b36-444d-b105-05ad5eb98043,2022-05-02,Celeste,2022-05,EU,EUR,Bracco 2013 La Mont-Brach White (Collio),2013,White Blend,89,25.0,8
7cd26e74-9bf3-4f56-a564-2d27586a45f5,2022-05-02,Celeste,2022-05,EU,EUR,Monteraponi 2014  Chianti Classico,2014,Red Blend,88,10.0,1
be566e10-3347-4b7b-b859-ce7d6e2c7c89,2022-05-02,Celeste,2022-05,EU,EUR,Bisceglia 2005 Gudarrá  (Aglianico del Vulture),2005,Aglianico,88,10.0,7
