TransactionId,TransactionDate,OnlineRetailer,SalesMonth,SalesRegion,SalesCurrency,Title,Vintage,Variety,Score,ListPrice,Quantity
6fc8caf3-672f-4d11-9fd3-035272b1d54b,2022-08-01,Celeste,2022-08,EU,EUR,Foss Marai 2015 Nadin Dry  (Valdobbiadene Prosecco Superiore),2015,Glera,89,31.0,18
259a947f-8491-42b2-ab51-61caa59ea7c3,2022-08-01,Celeste,2022-08,EU,EUR,Corte Lenguin 2007  Valpolicella Classico Superiore Ripasso,2007,"Corvina, Rondinella, Molinara",87,20.0,16
99826914-7bcb-4010-b0df-734fe9c8d649,2022-08-01,Celeste,2022-08,EU,EUR,Tenuta Buon Tempo 2012  Brunello di Montalcino,2012,Sangiovese,89,60.0,19
62bdba89-1a39-408d-aac3-ade8f0979a58,2022-08-01,Celeste,2022-08,EU,EUR,Bocelli NV Extra Dry  (Prosecco),,Glera,85,19.0,22
77760a3b-3e17-47b1-9512-6e013268bf7a,2022-08-01,Celeste,2022-08,EU,EUR,Paolo Cal� 2013 Violino Nero d'Avola (Vittoria),2013,Nero d'Avola,89,20.0,22
83d1693a-17bc-4a54-ae36-b2f149982844,2022-08-01,Celeste,2022-08,EU,EUR,Gualdo del Re 2008 I'Rennero Merlot (Val di Cornia Suvereto),2008,Merlot,85,75.0,21
9f3ea821-f521-4f6b-9670-1878c2fec958,2022-08-01,Celeste,2022-08,EU,EUR,Abbazia di Novacella 2010 Praepositus Riserva Pinot Nero (Alto Adige),2010,Pinot Nero,89,45.0,20
05253b36-2493-44e8-a909-31845fc3cd00,2022-08-01,Celeste,2022-08,EU,EUR,Antonutti 2013 Sauvignon (Friuli Grave),2013,Sauvignon,87,17.0,24
1213b141-c05f-4827-b387-ffe9cda208fb,2022-08-01,Celeste,2022-08,EU,EUR,Principi di Spadafora 2009 Schietto Nero d'Avola (Sicilia),2009,Nero d'Avola,87,19.0,20
27f4694d-645a-471b-99a3-006d3e9e6008,2022-08-01,Celeste,2022-08,EU,EUR,Massimiliano Vivalda 2006 'l Clumb�  (Barbera d'Asti),2006,Barbera,87,18.0,22
8d8b5110-9a94-4550-acca-70b4589baa1e,2022-08-01,Celeste,2022-08,EU,EUR,Broglia 2012 Il Doge  (Cortese di Gavi),2012,Cortese,86,12.0,15
6b543ceb-68ab-4b7d-a039-3f9172889e49,2022-08-02,Celeste,2022-08,EU,EUR,Fratelli Casetta 2007 Riserva  (Roero),2007,Nebbiolo,86,10.0,16
9ffce347-3e3c-4834-989e-5df888db6d6f,2022-08-02,Celeste,2022-08,EU,EUR,Terenzi 2011 Bramaluce  (Maremma Toscana),2011,Red Blend,89,23.0,24
031e2509-7701-46a9-98f5-636bb8d44862,2022-08-02,Celeste,2022-08,EU,EUR,Cottanera 2011 Rosso  (Etna),2011,Red Blend,89,49.0,23
3e0ee373-ceab-487d-a7ff-d8f7a335ab08,2022-08-02,Celeste,2022-08,EU,EUR,Il Conventino 2011  Rosso di Montepulciano,2011,Red Blend,88,19.0,20
502cdd2e-79d3-445a-992e-80cf5ad67c0e,2022-08-02,Celeste,2022-08,EU,EUR,Cantine Astroni 2015 Colle Rotondella Piedirosso (Campi Flegrei),2015,Piedirosso,86,10.0,20
f46d3cc7-3e25-4da6-b0e6-fc8a7b7e8109,2022-08-02,Celeste,2022-08,EU,EUR,Donatella Cinelli Colombini 2010  Brunello di Montalcino,2010,Sangiovese,87,70.0,17
c4a33d4c-71e2-4b92-8dd1-b31a308ace0d,2022-08-02,Celeste,2022-08,EU,EUR,Cantina Santadi 2011 Villa Solais  (Vermentino di Sardegna),2011,Vermentino,87,10.0,24
881d3e76-786a-4cbd-821f-3888184c77f5,2022-08-02,Celeste,2022-08,EU,EUR,Tringali Casanuova 2013 Renzo  (Bolgheri),2013,Red Blend,89,60.0,23
f3791238-a9ca-4acb-bfd5-d2c170c84d19,2022-08-02,Celeste,2022-08,EU,EUR,Aquila del Torre 2006 Riesling Riesling (Colli Orientali del Friuli),2006,Riesling,85,22.0,19
862b9fc8-15e0-496f-9675-fb065f4cb35b,2022-08-02,Celeste,2022-08,EU,EUR,Malavasi Daniele 2012  Lugana,2012,Turbiana,88,20.0,20
e648ef57-8e9c-49af-b756-f356a5760f28,2022-08-02,Celeste,2022-08,EU,EUR,Gattavecchi 2015  Rosso di Montepulciano,2015,Red Blend,89,17.0,18
fd989d0a-24ab-4701-bf9b-ee7fcdd0b817,2022-08-02,Celeste,2022-08,EU,EUR,Il Borro 2005 Pian di Nova Red (Toscana),2005,Red Blend,88,20.0,20
eef173a6-9373-44ba-8a7b-b902edcc8c96,2022-08-02,Celeste,2022-08,EU,EUR,Barone Ricasoli 2011 Brolio  (Chianti Classico),2011,Red Blend,87,29.0,21
c8a758c7-9fb5-40e0-845e-9b6721baa48c,2022-08-02,Celeste,2022-08,EU,EUR,Monchiero Carbone 2012 Mon Birone  (Barbera d'Alba),2012,Barbera,88,50.0,24
81c8ac71-7626-432d-a7d0-ca03b874ed23,2022-08-02,Celeste,2022-08,EU,EUR,Buglioni 2009  Amarone della Valpolicella Classico,2009,Red Blend,88,75.0,22
fb61c8b6-5d42-4f2c-bd02-38fcbe73a62e,2022-08-02,Celeste,2022-08,EU,EUR,Avignonesi 2008  Rosso di Montepulciano,2008,Prugnolo Gentile,87,19.0,21
4bdbdec2-e13a-4316-abb9-8061b6379215,2022-08-02,Celeste,2022-08,EU,EUR,Montaribaldi 2010  Barbaresco,2010,Nebbiolo,85,55.0,21
6e3f6a65-51c4-4d75-ab96-a97d439c6925,2022-08-02,Celeste,2022-08,EU,EUR,Castello Monta�to 2008  Vernaccia di San Gimignano,2008,White Blend,87,20.0,24
8a85be6d-89b0-4b4d-8677-deba4fe6ea44,2022-08-02,Celeste,2022-08,EU,EUR,Serra dei Fiori 2015 La Regina Nascetta (Langhe),2015,Nascetta,87,10.0,15
35fb6847-a584-4e39-bcee-b6e763db1fab,2022-08-02,Celeste,2022-08,EU,EUR,Apollonio 2010 Terragnolo Negroamaro (Salento),2010,Negroamaro,87,20.0,24
abccd361-bcf9-4517-bf8f-4168d71d3f1b,2022-08-02,Celeste,2022-08,EU,EUR,Cantina Terre del Barolo 2006  Barolo,2006,Nebbiolo,89,10.0,23
06c5c8d9-8898-4648-a10a-fa60ee6abc00,2022-08-02,Celeste,2022-08,EU,EUR,Peter Zemmer 2014 Punggl Pinot Bianco (Alto Adige),2014,Pinot Bianco,88,17.0,24
