TransactionId,TransactionDate,OnlineRetailer,SalesMonth,SalesRegion,SalesCurrency,Title,Vintage,Variety,Score,ListPrice,Quantity
7d5df8d3-a542-45e8-895e-34b2b9f315ea,2022-04-01,Celeste,2022-04,EU,EUR,Palagetto 2005 Santa Chiara  (Vernaccia di San Gimignano),2005,Vernaccia,85,15.0,14
b191db3e-a7ad-4999-8de4-c625c2ac0c1c,2022-04-01,Celeste,2022-04,EU,EUR,Tenuta Olim Bauda 2008 La Villa  (Barbera d'Asti),2008,Barbera,87,16.0,2
167e5f6a-b3c3-49b1-848c-b47fc31a04da,2022-04-01,Celeste,2022-04,EU,EUR,Marchesi di Barolo 2016  Barbera d'Alba,2016,Barbera,88,17.0,2
70ac4775-3c7f-42e2-bb70-cec694006bf5,2022-04-01,Celeste,2022-04,EU,EUR,Tommasi 2013 Le Fornaci  (Lugana),2013,Turbiana,86,15.0,9
5afdf039-0d8e-463e-ac7f-2cb5f73f5390,2022-04-01,Celeste,2022-04,EU,EUR,Venica & Venica 2015 Pètris Malvar (Collio),2015,Malvar,88,35.0,11
973e1caa-8897-4805-aa2a-7b1f6ef4cfb2,2022-04-01,Celeste,2022-04,EU,EUR,Draga 2015 Sauvignon (Collio),2015,Sauvignon,88,70.0,2
a5b01b1c-d2ba-48e3-b2cb-325cff13eaae,2022-04-01,Celeste,2022-04,EU,EUR,Tenuta Luisa 2013 Ribolla Gialla (Venezia Giulia),2013,Ribolla Gialla,89,23.0,14
efcd8644-33fd-4430-976a-2600caeb8c09,2022-04-01,Celeste,2022-04,EU,EUR,Garofoli 2004 Brumato  (Verdicchio dei Castelli di Jesi),2004,Verdicchio,87,32.0,18
dd81a9f6-f556-48b3-97c5-604e3f45633a,2022-04-01,Celeste,2022-04,EU,EUR,Pio Cesare 2008 Cortese di Gavi  (Cortese di Gavi),2008,Cortese,86,21.0,10
0891e6be-0ba9-4b2d-8de6-6f2b0ab6ef09,2022-04-01,Celeste,2022-04,EU,EUR,Masottina 1999 Vigneto Rizzardo White (Colli di Conegliano),1999,White Blend,89,25.0,2
214c34a1-01bf-4e32-8b0d-87020fa4f965,2022-04-01,Celeste,2022-04,EU,EUR,Tenuta di Angoris 2014 Giulio Locatelli Riserva White (Collio),2014,White Blend,87,14.0,15
6a304261-349b-466d-8c4d-a3b0335d7a52,2022-04-01,Celeste,2022-04,EU,EUR,Caiarossa 2011 Oro di Caiarossa Petit Manseng (Toscana),2011,Petit Manseng,88,50.0,1
689b5b14-64de-4bfd-ae16-36c15ff65776,2022-04-01,Celeste,2022-04,EU,EUR,Prinsi 2014 Gallina  (Barbaresco),2014,Nebbiolo,87,48.0,3
ec660eac-142d-40d6-9107-4dd39f929022,2022-04-01,Celeste,2022-04,EU,EUR,Tenuta di Tavignano 2012 Villa Torre  (Verdicchio dei Castelli di Jesi Classico Superiore),2012,Verdicchio,88,14.0,2
1987ea72-ac1b-44f2-83e9-bd69f382f934,2022-04-01,Celeste,2022-04,EU,EUR,Ronco del Gelso 2006 Sot Lis Rivis Pinot Grigio (Isonzo del Friuli),2006,Pinot Grigio,87,29.0,17
55bf4a0b-49c7-4489-809f-1640c92f6aa1,2022-04-01,Celeste,2022-04,EU,EUR,Tenuta Fujanera 2009 Arrocco Nero di Troia (Puglia),2009,Nero di Troia,86,20.0,14
b570c812-ded2-442b-bbc8-b7894936c5aa,2022-04-01,Celeste,2022-04,EU,EUR,Binomio 2013 Superiore  (Cerasuolo d'Abruzzo),2013,Montepulciano,88,20.0,13
1e9439d4-e78b-431d-b40d-b6db867bbac7,2022-04-01,Celeste,2022-04,EU,EUR,Terralsole 2005 Coldoro Merlot (Toscana),2005,Merlot,88,65.0,14
bfc1efc1-1b13-455b-a5f4-07d3e6bdaf57,2022-04-01,Celeste,2022-04,EU,EUR,Franz Haas 2009 Pinot Nero (Alto Adige),2009,Pinot Nero,89,50.0,10
a136f337-7fe0-4f09-b93a-42705f960b72,2022-04-01,Celeste,2022-04,EU,EUR,Barberani 2010 Castagnolo  (Orvieto Classico Superiore),2010,White Blend,87,18.0,3
1df33347-4d0e-41c2-a80b-227eb81590d9,2022-04-01,Celeste,2022-04,EU,EUR,Agrinatura 2006 Giancarlo Ceci Parco Grande Red (Castel del Monte),2006,Red Blend,86,15.0,13
0868a723-9e7a-4f9a-8efe-7aa2c132dce8,2022-04-01,Celeste,2022-04,EU,EUR,Barberani 2011 Rosé (Umbria),2011,Rosé,86,10.0,2
ee2028f0-08ad-49ad-99e8-5fc90a02e221,2022-04-01,Celeste,2022-04,EU,EUR,Suberli 2011 Riserva  (Morellino di Scansano),2011,Red Blend,88,17.0,12
9a2e5e5a-7db0-49a0-b759-d170bd9103f6,2022-04-01,Celeste,2022-04,EU,EUR,Dal Forno Romano 2008  Valpolicella Superiore,2008,Red Blend,88,10.0,3
01de1f2f-1688-4662-8f32-35b8604598c5,2022-04-01,Celeste,2022-04,EU,EUR,Ca' Lojera 2016  Lugana,2016,Turbiana,89,19.0,13
00a82c31-edfc-4142-a495-817db2afc8ae,2022-04-01,Celeste,2022-04,EU,EUR,Podere La Vigna 2009  Brunello di Montalcino,2009,Sangiovese,87,10.0,2
9d247582-340b-4749-a736-5637116dc3c5,2022-04-01,Celeste,2022-04,UK,GBP,Prinsi 2014 Gallina  (Barbaresco),2014,Nebbiolo,87,48.0,2
0f41013d-f8a1-4cf5-a4ac-1fbb4f6e65c9,2022-04-01,Celeste,2022-04,UK,GBP,Podere La Vigna 2009  Brunello di Montalcino,2009,Sangiovese,87,10.0,1
f88fd9a1-7c9a-448c-bb5e-3eb8eae068ad,2022-04-02,Celeste,2022-04,EU,EUR,Capanna 2014  Rosso di Montalcino,2014,Sangiovese,87,20.0,9
955cf2b4-8a68-4931-850e-b10f66c915b9,2022-04-02,Celeste,2022-04,EU,EUR,Caruso & Minini 2011 Timpune Grillo (Sicilia),2011,Grillo,87,16.0,1
c0e0d984-227c-46de-bf6d-67eaab01cb1c,2022-04-02,Celeste,2022-04,EU,EUR,Antichi Vinai 1877 2011 Brut Metodo Classico  (Etna),1877,Nerello Mascalese,89,45.0,16
c411c401-c535-44d3-b103-1dc227b9c5a7,2022-04-02,Celeste,2022-04,EU,EUR,Pagani de Marchi 2004 Olmata Red (Toscana),2004,Red Blend,88,40.0,18
73312b38-beb2-4620-bb19-930258ec0802,2022-04-02,Celeste,2022-04,EU,EUR,Perticaia 2013  Montefalco Sagrantino,2013,Sagrantino,89,50.0,14
b46e87c9-9916-4b79-8fcc-0498dd9cdec3,2022-04-02,Celeste,2022-04,EU,EUR,Poggio Antico 2009  Brunello di Montalcino,2009,Sangiovese,89,80.0,13
d45cfd94-f5e1-4045-84d4-2252d447fe48,2022-04-02,Celeste,2022-04,EU,EUR,Leopoldo I di Toscana 2009 D'Unico Syrah (Toscana),2009,Syrah,88,25.0,12
585afc58-2737-4d3f-8281-1a38cf54eb5a,2022-04-02,Celeste,2022-04,EU,EUR,Renato Ratti 2012 Marcenasco  (Barolo),2012,Nebbiolo,88,50.0,14
315455c1-b67d-47a2-981b-4b82ea165903,2022-04-02,Celeste,2022-04,EU,EUR,Leone de Castris 2006 Villa Santera  (Primitivo di Manduria),2006,Primitivo,85,15.0,12
a3b62a43-a401-464d-86a0-96459d55aab3,2022-04-02,Celeste,2022-04,EU,EUR,Casanuova delle Cerbaie 2005  Brunello di Montalcino,2005,Sangiovese Grosso,89,65.0,4
89330bf6-8fbc-4f4e-9119-9437219da606,2022-04-02,Celeste,2022-04,EU,EUR,Santa Barbara 2012 Le Vaglie  (Verdicchio dei Castelli di Jesi Classico),2012,Verdicchio,89,25.0,18
994b6428-0d59-4ce7-9975-a789d1c694b5,2022-04-02,Celeste,2022-04,EU,EUR,Le Vigne 2010 Fontecuoia Riserva  (Montecucco),2010,Sangiovese,87,10.0,10
d7d5a2b4-365b-4f20-99e4-446c69c7775b,2022-04-02,Celeste,2022-04,EU,EUR,I Giusti e Zanza 1999 Dulcamara Sangiovese (Toscana),1999,Sangiovese,88,55.0,15
87cb2b66-375e-43dd-aaae-d38913d19dd8,2022-04-02,Celeste,2022-04,EU,EUR,Cantina Sociale della Valpantena 2009 Torre del Falasco  (Amarone della Valpolicella),2009,Red Blend,87,40.0,11
e3d73e8c-3228-407f-83b0-a0514c6f945e,2022-04-02,Celeste,2022-04,EU,EUR,Toffoli NV Brut  (Prosecco di Conegliano e Valdobbiadene),,Prosecco,86,15.0,16
fd5c7673-3521-4a9a-926b-fc26b5e75688,2022-04-02,Celeste,2022-04,EU,EUR,Virna Borgogno 2012 Barolo del Comune di Barolo  (Barolo),2012,Nebbiolo,89,55.0,6
7eed114c-0243-4de9-8fef-92f7056916b3,2022-04-02,Celeste,2022-04,EU,EUR,Cliffhanger 2013 Estate Grown Pinot Grigio (Trentino),2013,Pinot Grigio,88,14.0,8
2e4cdd8e-06b6-4744-9155-809919b33948,2022-04-02,Celeste,2022-04,EU,EUR,Podere La Vigna 2011 Riserva  (Brunello di Montalcino),2011,Sangiovese,88,80.0,10
96709bde-bfd6-4f2d-a064-4bfd5e1853ce,2022-04-02,Celeste,2022-04,EU,EUR,La Tosa 2011 Vignamorello  (Gutturnio Classico Superiore),2011,Red Blend,89,10.0,7
